History output component, gradient.NDTEMP.T
Time [s] Frequency [Hz] , 67295 [°C]            , 67297 [°C]      , 68586 [°C]      , 68587 [°C]      , 68588 [°C]     , 68589 [°C]      , 68590 [°C]      , 68591 [°C]      , 68592 [°C]      , 68593 [°C]      , 68594 [°C]      , 68595 [°C]      , 68596 [°C]      , 68597 [°C]      , 68598 [°C]      , 68599 [°C]     , 68600 [°C]      , 68601 [°C]     , 68602 [°C]      , 68603 [°C]      , 68604 [°C]      , 68605 [°C]      , 68606 [°C]      , 68607 [°C]      , 68608 [°C]      , 68609 [°C]      , 68610 [°C]      , 68611 [°C]      , 68612 [°C]      , 68613 [°C]      , 68614 [°C]      , 68615 [°C]      , 68616 [°C]      , 68617 [°C]      , 68618 [°C]      , 68619 [°C]      , 68620 [°C]      , 68621 [°C]     , 68622 [°C]     , 68623 [°C]      , 68624 [°C]      , 68625 [°C]      , 68626 [°C]      , 68627 [°C]     , 68628 [°C]      , 68629 [°C]      , 68630 [°C]      , 68631 [°C]      , 68632 [°C]      , 68633 [°C]      , 68634 [°C]     , 68635 [°C]      , 68636 [°C]     , 68637 [°C]      , 68638 [°C]      , 68639 [°C]      , 68640 [°C]      , 68641 [°C]      , 68642 [°C]      , 68643 [°C]      , 68644 [°C]      , 68645 [°C]      , 68646 [°C]      , 68647 [°C]      , 68648 [°C]      , 68649 [°C]      , 68650 [°C]      , 68651 [°C]      , 68652 [°C]     , 68653 [°C]      , 68654 [°C]      , 68655 [°C]      , 68656 [°C]      , 68657 [°C]      , 68658 [°C]      , 68659 [°C]      , 68660 [°C]      , 68661 [°C]      , 68662 [°C]      , 68663 [°C]      , 68664 [°C]      , 68665 [°C]      , 68666 [°C]      , 68667 [°C]      , 68668 [°C]      , 68669 [°C]      , 68670 [°C]      , 68671 [°C]      , 68672 [°C]      , 68673 [°C]      , 68674 [°C]     , 68675 [°C]      , 68676 [°C]      , 68677 [°C]      , 68678 [°C]      , 68679 [°C]      , 68680 [°C]    , 68681 [°C]      , 68682 [°C]      , 68683 [°C]      , 68684 [°C]      , 68685 [°C]      , 68686 [°C]      , 68687 [°C]      , 68688 [°C]      , 68689 [°C]      , 68690 [°C]      , 68691 [°C]      , 68692 [°C]      , 68693 [°C]      , 68694 [°C]      , 68695 [°C]      , 68696 [°C]      , 68697 [°C]      , 68698 [°C]      , 68699 [°C]      , 68700 [°C]      , 68701 [°C]     , 68702 [°C]      , 68703 [°C]      , 68704 [°C]      , 142971 [°C]     , 143516 [°C]     , 143518 [°C]     , 143521 [°C]     , 143524 [°C]     , 143527 [°C]     , 143530 [°C]     , 143533 [°C]     , 143536 [°C]     , 143539 [°C]     , 143542 [°C]     , 143545 [°C]     , 143548 [°C]     , 143551 [°C]     , 143554 [°C]     , 143557 [°C]     , 143560 [°C]     , 143563 [°C]     , 143566 [°C]     , 143569 [°C]     , 143572 [°C]    , 143575 [°C]     , 143578 [°C]     , 143581 [°C]     , 143584 [°C]     , 143587 [°C]     , 143590 [°C]     , 143593 [°C]     , 143596 [°C]     , 143599 [°C]     , 143602 [°C]     , 143605 [°C]     , 143608 [°C]     , 143611 [°C]     , 143614 [°C]     , 143617 [°C]     , 143620 [°C]     , 143623 [°C]     , 143626 [°C]     , 143629 [°C]     , 143632 [°C]     , 143635 [°C]     , 143638 [°C]     , 143641 [°C]     , 143644 [°C]     , 143647 [°C]     , 143650 [°C]     , 143653 [°C]     , 143656 [°C]    , 143659 [°C]     , 143662 [°C]     , 143665 [°C]     , 143668 [°C]     , 143671 [°C]     , 143674 [°C]     , 143677 [°C]     , 143680 [°C]     , 143683 [°C]     , 143686 [°C]     , 143689 [°C]     , 143692 [°C]     , 143695 [°C]     , 143895 [°C]     , 143899 [°C]     , 143903 [°C]     , 143906 [°C]     , 143909 [°C]     , 143912 [°C]    , 143915 [°C]     , 143918 [°C]     , 143921 [°C]     , 143924 [°C]     , 143927 [°C]     , 143930 [°C]     , 143933 [°C]     , 143936 [°C]     , 143939 [°C]     , 143942 [°C]     , 143945 [°C]     , 143948 [°C]     , 143951 [°C]    , 143954 [°C]     , 143957 [°C]     , 143960 [°C]     , 143963 [°C]     , 143966 [°C]     , 143969 [°C]     , 143972 [°C]     , 143975 [°C]     , 143978 [°C]     , 143981 [°C]     , 143984 [°C]     , 143987 [°C]    , 143990 [°C]     , 143993 [°C]     , 143996 [°C]     , 143999 [°C], 144002 [°C]     , 144005 [°C]     , 144008 [°C]    , 144011 [°C]     , 144014 [°C]     , 144017 [°C]     , 144020 [°C]     , 144023 [°C]     , 144026 [°C]     , 144029 [°C]     , 144032 [°C]     , 144035 [°C]     , 144038 [°C]     , 144041 [°C]    , 144044 [°C]     , 144047 [°C]     , 144050 [°C]     , 144053 [°C]     , 144056 [°C]     , 144059 [°C]     , 144062 [°C]     , 144065 [°C]     , 144068 [°C]
1                       , 39.763599395752       , 37.6310997009277, 39.7654991149902, 39.7700996398926, 39.776798248291, 39.7863998413086, 39.7966003417969, 39.8083000183105, 39.8232002258301, 39.8377990722656, 39.8539009094238, 39.8737983703613, 39.8931007385254, 39.9141006469727, 39.9398002624512, 39.964599609375, 39.9914016723633, 40.023998260498, 40.0555992126465, 40.0896987915039, 40.1315994262695, 40.1722984313965, 40.2168006896973, 40.2723007202148, 40.3275985717773, 40.3898010253906, 40.4691009521484, 40.5499992370605, 40.6456985473633, 40.7839012145996, 40.9523010253906, 41.1811981201172, 41.5007019042969, 41.8134994506836, 42.1440010070801, 42.5358009338379, 42.9026985168457, 43.288501739502, 43.746898651123, 44.1777992248535, 44.6327018737793, 45.1758003234863, 45.6888999938965, 46.233699798584, 46.8884010314941, 47.5116996765137, 48.1789016723633, 48.9887008666992, 49.7689018249512, 50.6146011352539, 51.657600402832, 52.6814002990723, 53.815299987793, 55.2523994445801, 56.7099990844727, 58.3740005493164, 60.4743995666504, 62.2792015075684, 63.7988014221191, 65.0128021240234, 65.6320037841797, 65.8153991699219, 65.5002975463867, 64.7571029663086, 63.5814018249512, 61.7737007141113, 59.8580017089844, 57.9365005493164, 56.000301361084, 54.4944000244141, 53.1543998718262, 51.8049011230469, 50.7193984985352, 49.7226982116699, 48.6907997131348, 47.8413009643555, 47.0467987060547, 46.2102012634277, 45.5115013122559, 44.8501014709473, 44.1459007263184, 43.5518989562988, 42.9849014282227, 42.3764991760254, 41.8595008850098, 41.3630981445313, 40.8270988464355, 40.3692016601563, 39.9275016784668, 39.4491996765137, 39.043098449707, 38.6717987060547, 38.3423004150391, 38.1412010192871, 38.0023002624512, 37.8926010131836, 37.82080078125, 37.7649002075195, 37.7164993286133, 37.6839981079102, 37.6605987548828, 37.6435012817383, 37.6341018676758, 37.6282997131348, 37.6245994567871, 37.6231002807617, 37.6226005554199, 37.6228981018066, 37.6235008239746, 37.6244010925293, 37.6254005432129, 37.6263008117676, 37.6272010803223, 37.6279983520508, 37.6287002563477, 37.6292991638184, 37.6299018859863, 37.630298614502, 37.6305999755859, 37.6309013366699, 37.6310997009277, 39.7640991210938, 37.6310997009277, 39.7675018310547, 39.7812995910645, 39.8022994995117, 39.8302993774414, 39.8636016845703, 39.9034004211426, 39.9519996643066, 40.0074005126953, 40.0722999572754, 40.1515007019043, 40.2438011169434, 40.3577995300293, 40.5080986022949, 40.7095985412598, 41.0586013793945, 41.6547012329102, 42.3372001647949, 43.0931015014648, 43.959400177002, 44.8998985290527, 45.9571990966797, 47.1949005126953, 48.5755004882813, 50.1828994750977, 52.1570014953613, 54.5101013183594, 57.5143013000488, 61.4009017944336, 64.4738006591797, 65.7782974243164, 65.1830978393555, 62.7378005981445, 58.8796005249023, 55.2244987487793, 52.4608993530273, 50.2108993530273, 48.2587013244629, 46.6213989257813, 45.1763000488281, 43.8452987670898, 42.6769981384277, 41.6087989807129, 40.5960998535156, 39.6859016418457, 38.8512001037598, 38.2322006225586, 37.942699432373, 37.7911987304688, 37.6991004943848, 37.6510009765625, 37.6307983398438, 37.6236991882324, 37.6226997375488, 37.6239013671875, 37.6259002685547, 37.6276016235352, 37.6290016174316, 37.6301002502441, 37.6307983398438, 37.6310005187988, 39.7913017272949, 39.7732009887695, 39.8154983520508, 39.8456993103027, 39.8832015991211, 39.926700592041, 39.9777984619141, 40.0395011901855, 40.1101989746094, 40.1940002441406, 40.2991981506348, 40.4281005859375, 40.5955009460449, 40.8613014221191, 41.3349990844727, 41.9766998291016, 42.7168998718262, 43.5143013000488, 44.402099609375, 45.4286003112793, 46.5551986694336, 47.8395004272461, 49.3712005615234, 51.1228981018066, 53.2332992553711, 55.9575004577637, 59.4003982543945, 63.0886993408203, 65.3768005371094, 65.7268981933594, 64.222900390625, 60.8372001647949, 56.9342002868652, 53.8059997558594, 51.25      , 49.1958999633789, 47.4375991821289, 45.855899810791, 44.4930000305176, 43.2652015686035, 42.1152992248535, 41.0922012329102, 40.1464004516602, 39.2434997558594, 38.4925003051758, 38.0654983520508, 37.8543014526367, 37.7389984130859, 37.671199798584, 37.6381988525391, 37.6260986328125, 37.6226997375488, 37.6231994628906, 37.6249008178711, 37.6268005371094, 37.6283988952637, 37.6296005249023, 37.630500793457
End component
History output component, gradient.COORDINATES.X
Time [s] Frequency [Hz] , 67295 [mm]            , 67297 [mm]      , 68586 [mm]      , 68587 [mm]      , 68588 [mm]     , 68589 [mm]      , 68590 [mm]      , 68591 [mm]      , 68592 [mm]      , 68593 [mm]      , 68594 [mm]      , 68595 [mm]      , 68596 [mm]      , 68597 [mm]      , 68598 [mm]      , 68599 [mm]     , 68600 [mm]      , 68601 [mm]     , 68602 [mm]      , 68603 [mm]      , 68604 [mm]      , 68605 [mm]      , 68606 [mm]      , 68607 [mm]      , 68608 [mm]      , 68609 [mm]      , 68610 [mm]      , 68611 [mm]      , 68612 [mm]      , 68613 [mm]      , 68614 [mm]      , 68615 [mm]      , 68616 [mm]      , 68617 [mm]      , 68618 [mm]      , 68619 [mm]      , 68620 [mm]      , 68621 [mm]     , 68622 [mm]     , 68623 [mm]      , 68624 [mm]      , 68625 [mm]      , 68626 [mm]      , 68627 [mm]     , 68628 [mm]      , 68629 [mm]      , 68630 [mm]      , 68631 [mm]      , 68632 [mm]      , 68633 [mm]      , 68634 [mm]     , 68635 [mm]      , 68636 [mm]     , 68637 [mm]      , 68638 [mm]      , 68639 [mm]      , 68640 [mm]      , 68641 [mm]      , 68642 [mm]      , 68643 [mm]      , 68644 [mm]      , 68645 [mm]      , 68646 [mm]      , 68647 [mm]      , 68648 [mm]      , 68649 [mm]      , 68650 [mm]      , 68651 [mm]      , 68652 [mm]     , 68653 [mm]      , 68654 [mm]      , 68655 [mm]      , 68656 [mm]      , 68657 [mm]      , 68658 [mm]      , 68659 [mm]      , 68660 [mm]      , 68661 [mm]      , 68662 [mm]      , 68663 [mm]      , 68664 [mm]      , 68665 [mm]      , 68666 [mm]      , 68667 [mm]      , 68668 [mm]      , 68669 [mm]      , 68670 [mm]      , 68671 [mm]      , 68672 [mm]      , 68673 [mm]      , 68674 [mm]     , 68675 [mm]      , 68676 [mm]      , 68677 [mm]      , 68678 [mm]      , 68679 [mm]      , 68680 [mm]    , 68681 [mm]      , 68682 [mm]      , 68683 [mm]      , 68684 [mm]      , 68685 [mm]      , 68686 [mm]      , 68687 [mm]      , 68688 [mm]      , 68689 [mm]      , 68690 [mm]      , 68691 [mm]      , 68692 [mm]      , 68693 [mm]      , 68694 [mm]      , 68695 [mm]      , 68696 [mm]      , 68697 [mm]      , 68698 [mm]      , 68699 [mm]      , 68700 [mm]      , 68701 [mm]     , 68702 [mm]      , 68703 [mm]      , 68704 [mm]      , 142971 [mm]     , 143516 [mm]     , 143518 [mm]     , 143521 [mm]     , 143524 [mm]     , 143527 [mm]     , 143530 [mm]     , 143533 [mm]     , 143536 [mm]     , 143539 [mm]     , 143542 [mm]     , 143545 [mm]     , 143548 [mm]     , 143551 [mm]     , 143554 [mm]     , 143557 [mm]     , 143560 [mm]     , 143563 [mm]     , 143566 [mm]     , 143569 [mm]     , 143572 [mm]    , 143575 [mm]     , 143578 [mm]     , 143581 [mm]     , 143584 [mm]     , 143587 [mm]     , 143590 [mm]     , 143593 [mm]     , 143596 [mm]     , 143599 [mm]     , 143602 [mm]     , 143605 [mm]     , 143608 [mm]     , 143611 [mm]     , 143614 [mm]     , 143617 [mm]     , 143620 [mm]     , 143623 [mm]     , 143626 [mm]     , 143629 [mm]     , 143632 [mm]     , 143635 [mm]     , 143638 [mm]     , 143641 [mm]     , 143644 [mm]     , 143647 [mm]     , 143650 [mm]     , 143653 [mm]     , 143656 [mm]    , 143659 [mm]     , 143662 [mm]     , 143665 [mm]     , 143668 [mm]     , 143671 [mm]     , 143674 [mm]     , 143677 [mm]     , 143680 [mm]     , 143683 [mm]     , 143686 [mm]     , 143689 [mm]     , 143692 [mm]     , 143695 [mm]     , 143895 [mm]     , 143899 [mm]     , 143903 [mm]     , 143906 [mm]     , 143909 [mm]     , 143912 [mm]    , 143915 [mm]     , 143918 [mm]     , 143921 [mm]     , 143924 [mm]     , 143927 [mm]     , 143930 [mm]     , 143933 [mm]     , 143936 [mm]     , 143939 [mm]     , 143942 [mm]     , 143945 [mm]     , 143948 [mm]     , 143951 [mm]    , 143954 [mm]     , 143957 [mm]     , 143960 [mm]     , 143963 [mm]     , 143966 [mm]     , 143969 [mm]     , 143972 [mm]     , 143975 [mm]     , 143978 [mm]     , 143981 [mm]     , 143984 [mm]     , 143987 [mm]    , 143990 [mm]     , 143993 [mm]     , 143996 [mm]     , 143999 [mm], 144002 [mm]     , 144005 [mm]     , 144008 [mm]    , 144011 [mm]     , 144014 [mm]     , 144017 [mm]     , 144020 [mm]     , 144023 [mm]     , 144026 [mm]     , 144029 [mm]     , 144032 [mm]     , 144035 [mm]     , 144038 [mm]     , 144041 [mm]    , 144044 [mm]     , 144047 [mm]     , 144050 [mm]     , 144053 [mm]     , 144056 [mm]     , 144059 [mm]     , 144062 [mm]     , 144065 [mm]     , 144068 [mm]
1                       , -6.7E-15              , 6.7E-15         , -6.5E-15        , -6.4E-15        , -6.3E-15       , -6.2E-15        , -6.1E-15        , -6E-15          , -5.9E-15        , -5.8E-15        , -5.7E-15        , -5.5E-15        , -5.4E-15        , -5.3E-15        , -5.2E-15        , -5.1E-15       , -5E-15          , -4.9E-15       , -4.8E-15        , -4.7E-15        , -4.5E-15        , -4.4E-15        , -4.3E-15        , -4.2E-15        , -4.1E-15        , -4E-15          , -3.9E-15        , -3.8E-15        , -3.7E-15        , -3.5E-15        , -3.4E-15        , -3.3E-15        , -3.2E-15        , -3.1E-15        , -3E-15          , -2.9E-15        , -2.8E-15        , -2.7E-15       , -2.5E-15       , -2.4E-15        , -2.3E-15        , -2.2E-15        , -2.1E-15        , -2E-15         , -1.9E-15        , -1.8E-15        , -1.7E-15        , -1.5E-15        , -1.4E-15        , -1.3E-15        , -1.2E-15       , -1.1E-15        , -1E-15         , -9E-16          , -8E-16          , -7E-16          , -5E-16          , -4E-16          , -3E-16          , -2E-16          , -1E-16          , 0               , 1E-16           , 2E-16           , 3E-16           , 5E-16           , 6E-16           , 7E-16           , 8E-16          , 9E-16           , 1E-15           , 1.1E-15         , 1.2E-15         , 1.3E-15         , 1.5E-15         , 1.6E-15         , 1.7E-15         , 1.8E-15         , 1.9E-15         , 2E-15           , 2.1E-15         , 2.2E-15         , 2.3E-15         , 2.5E-15         , 2.6E-15         , 2.7E-15         , 2.8E-15         , 2.9E-15         , 3E-15           , 3.1E-15         , 3.2E-15        , 3.3E-15         , 3.5E-15         , 3.6E-15         , 3.7E-15         , 3.8E-15         , 3.9E-15       , 4E-15           , 4.1E-15         , 4.2E-15         , 4.3E-15         , 4.4E-15         , 4.6E-15         , 4.7E-15         , 4.8E-15         , 4.9E-15         , 5E-15           , 5.1E-15         , 5.2E-15         , 5.3E-15         , 5.4E-15         , 5.6E-15         , 5.7E-15         , 5.8E-15         , 5.9E-15         , 6E-15           , 6.1E-15         , 6.2E-15        , 6.3E-15         , 6.4E-15         , 6.6E-15         , -6.6E-15        , 6.65E-15        , -6.45E-15       , -6.25E-15       , -6.05E-15       , -5.85E-15       , -5.6E-15        , -5.35E-15       , -5.15E-15       , -4.95E-15       , -4.75E-15       , -4.45E-15       , -4.25E-15       , -4.05E-15       , -3.85E-15       , -3.6E-15        , -3.35E-15       , -3.15E-15       , -2.95E-15       , -2.75E-15       , -2.45E-15      , -2.25E-15       , -2.05E-15       , -1.85E-15       , -1.6E-15        , -1.35E-15       , -1.15E-15       , -9.5E-16        , -7.5E-16        , -4.5E-16        , -2.5E-16        , -5E-17          , 1.5E-16         , 4E-16           , 6.5E-16         , 8.5E-16         , 1.05E-15        , 1.25E-15        , 1.55E-15        , 1.75E-15        , 1.95E-15        , 2.15E-15        , 2.4E-15         , 2.65E-15        , 2.85E-15        , 3.05E-15        , 3.25E-15        , 3.55E-15        , 3.75E-15       , 3.95E-15        , 4.15E-15        , 4.35E-15        , 4.65E-15        , 4.85E-15        , 5.05E-15        , 5.25E-15        , 5.5E-15         , 5.75E-15        , 5.95E-15        , 6.15E-15        , 6.35E-15        , 6.5E-15         , -6.15E-15       , -6.35E-15       , -5.95E-15       , -5.75E-15       , -5.45E-15       , -5.25E-15      , -5.05E-15       , -4.85E-15       , -4.6E-15        , -4.35E-15       , -4.15E-15       , -3.95E-15       , -3.75E-15       , -3.45E-15       , -3.25E-15       , -3.05E-15       , -2.85E-15       , -2.6E-15        , -2.35E-15      , -2.15E-15       , -1.95E-15       , -1.75E-15       , -1.45E-15       , -1.25E-15       , -1.05E-15       , -8.5E-16        , -6E-16          , -3.5E-16        , -1.5E-16        , 5E-17           , 2.5E-16        , 5.5E-16         , 7.5E-16         , 9.5E-16         , 1.15E-15   , 1.4E-15         , 1.65E-15        , 1.85E-15       , 2.05E-15        , 2.25E-15        , 2.55E-15        , 2.75E-15        , 2.95E-15        , 3.15E-15        , 3.4E-15         , 3.65E-15        , 3.85E-15        , 4.05E-15        , 4.25E-15       , 4.5E-15         , 4.75E-15        , 4.95E-15        , 5.15E-15        , 5.35E-15        , 5.65E-15        , 5.85E-15        , 6.05E-15        , 6.25E-15
End component
History output component, gradient.COORDINATES.Y
Time [s] Frequency [Hz] , 67295 [mm]            , 67297 [mm]      , 68586 [mm]      , 68587 [mm]      , 68588 [mm]     , 68589 [mm]      , 68590 [mm]      , 68591 [mm]      , 68592 [mm]      , 68593 [mm]      , 68594 [mm]      , 68595 [mm]      , 68596 [mm]      , 68597 [mm]      , 68598 [mm]      , 68599 [mm]     , 68600 [mm]      , 68601 [mm]     , 68602 [mm]      , 68603 [mm]      , 68604 [mm]      , 68605 [mm]      , 68606 [mm]      , 68607 [mm]      , 68608 [mm]      , 68609 [mm]      , 68610 [mm]      , 68611 [mm]      , 68612 [mm]      , 68613 [mm]      , 68614 [mm]      , 68615 [mm]      , 68616 [mm]      , 68617 [mm]      , 68618 [mm]      , 68619 [mm]      , 68620 [mm]      , 68621 [mm]     , 68622 [mm]     , 68623 [mm]      , 68624 [mm]      , 68625 [mm]      , 68626 [mm]      , 68627 [mm]     , 68628 [mm]      , 68629 [mm]      , 68630 [mm]      , 68631 [mm]      , 68632 [mm]      , 68633 [mm]      , 68634 [mm]     , 68635 [mm]      , 68636 [mm]     , 68637 [mm]      , 68638 [mm]      , 68639 [mm]      , 68640 [mm]      , 68641 [mm]      , 68642 [mm]      , 68643 [mm]      , 68644 [mm]      , 68645 [mm]      , 68646 [mm]      , 68647 [mm]      , 68648 [mm]      , 68649 [mm]      , 68650 [mm]      , 68651 [mm]      , 68652 [mm]     , 68653 [mm]      , 68654 [mm]      , 68655 [mm]      , 68656 [mm]      , 68657 [mm]      , 68658 [mm]      , 68659 [mm]      , 68660 [mm]      , 68661 [mm]      , 68662 [mm]      , 68663 [mm]      , 68664 [mm]      , 68665 [mm]      , 68666 [mm]      , 68667 [mm]      , 68668 [mm]      , 68669 [mm]      , 68670 [mm]      , 68671 [mm]      , 68672 [mm]      , 68673 [mm]      , 68674 [mm]     , 68675 [mm]      , 68676 [mm]      , 68677 [mm]      , 68678 [mm]      , 68679 [mm]      , 68680 [mm]    , 68681 [mm]      , 68682 [mm]      , 68683 [mm]      , 68684 [mm]      , 68685 [mm]      , 68686 [mm]      , 68687 [mm]      , 68688 [mm]      , 68689 [mm]      , 68690 [mm]      , 68691 [mm]      , 68692 [mm]      , 68693 [mm]      , 68694 [mm]      , 68695 [mm]      , 68696 [mm]      , 68697 [mm]      , 68698 [mm]      , 68699 [mm]      , 68700 [mm]      , 68701 [mm]     , 68702 [mm]      , 68703 [mm]      , 68704 [mm]      , 142971 [mm]     , 143516 [mm]     , 143518 [mm]     , 143521 [mm]     , 143524 [mm]     , 143527 [mm]     , 143530 [mm]     , 143533 [mm]     , 143536 [mm]     , 143539 [mm]     , 143542 [mm]     , 143545 [mm]     , 143548 [mm]     , 143551 [mm]     , 143554 [mm]     , 143557 [mm]     , 143560 [mm]     , 143563 [mm]     , 143566 [mm]     , 143569 [mm]     , 143572 [mm]    , 143575 [mm]     , 143578 [mm]     , 143581 [mm]     , 143584 [mm]     , 143587 [mm]     , 143590 [mm]     , 143593 [mm]     , 143596 [mm]     , 143599 [mm]     , 143602 [mm]     , 143605 [mm]     , 143608 [mm]     , 143611 [mm]     , 143614 [mm]     , 143617 [mm]     , 143620 [mm]     , 143623 [mm]     , 143626 [mm]     , 143629 [mm]     , 143632 [mm]     , 143635 [mm]     , 143638 [mm]     , 143641 [mm]     , 143644 [mm]     , 143647 [mm]     , 143650 [mm]     , 143653 [mm]     , 143656 [mm]    , 143659 [mm]     , 143662 [mm]     , 143665 [mm]     , 143668 [mm]     , 143671 [mm]     , 143674 [mm]     , 143677 [mm]     , 143680 [mm]     , 143683 [mm]     , 143686 [mm]     , 143689 [mm]     , 143692 [mm]     , 143695 [mm]     , 143895 [mm]     , 143899 [mm]     , 143903 [mm]     , 143906 [mm]     , 143909 [mm]     , 143912 [mm]    , 143915 [mm]     , 143918 [mm]     , 143921 [mm]     , 143924 [mm]     , 143927 [mm]     , 143930 [mm]     , 143933 [mm]     , 143936 [mm]     , 143939 [mm]     , 143942 [mm]     , 143945 [mm]     , 143948 [mm]     , 143951 [mm]    , 143954 [mm]     , 143957 [mm]     , 143960 [mm]     , 143963 [mm]     , 143966 [mm]     , 143969 [mm]     , 143972 [mm]     , 143975 [mm]     , 143978 [mm]     , 143981 [mm]     , 143984 [mm]     , 143987 [mm]    , 143990 [mm]     , 143993 [mm]     , 143996 [mm]     , 143999 [mm], 144002 [mm]     , 144005 [mm]     , 144008 [mm]    , 144011 [mm]     , 144014 [mm]     , 144017 [mm]     , 144020 [mm]     , 144023 [mm]     , 144026 [mm]     , 144029 [mm]     , 144032 [mm]     , 144035 [mm]     , 144038 [mm]     , 144041 [mm]    , 144044 [mm]     , 144047 [mm]     , 144050 [mm]     , 144053 [mm]     , 144056 [mm]     , 144059 [mm]     , 144062 [mm]     , 144065 [mm]     , 144068 [mm]
1                       , 30                    , -30             , 29.46           , 28.98           , 28.5           , 27.96           , 27.48           , 27              , 26.46           , 25.98           , 25.5            , 24.96           , 24.48           , 24              , 23.46           , 22.98          , 22.5            , 21.96          , 21.48           , 21              , 20.46           , 19.98           , 19.5            , 18.96           , 18.48           , 18              , 17.46           , 16.98           , 16.5            , 15.96           , 15.48           , 15              , 14.46           , 13.98           , 13.5            , 12.96           , 12.48           , 12             , 11.46          , 10.98           , 10.5            , 9.96            , 9.48            , 9              , 8.46            , 7.98            , 7.5             , 6.96            , 6.48            , 6               , 5.46           , 4.98            , 4.5            , 3.96            , 3.48            , 3               , 2.46            , 1.98            , 1.5             , 0.96            , 0.48            , 0               , -0.54           , -1.02           , -1.5            , -2.04           , -2.52           , -3              , -3.54          , -4.02           , -4.5            , -5.04           , -5.52           , -6              , -6.54           , -7.02           , -7.5            , -8.04           , -8.52           , -9              , -9.54           , -10.02          , -10.5           , -11.04          , -11.52          , -12             , -12.54          , -13.02          , -13.5           , -14.04          , -14.52         , -15             , -15.54          , -16.02          , -16.5           , -17.04          , -17.52        , -18             , -18.54          , -19.02          , -19.5           , -20.04          , -20.52          , -21             , -21.54          , -22.02          , -22.5           , -23.04          , -23.52          , -24             , -24.54          , -25.02          , -25.5           , -26.04          , -26.52          , -27             , -27.54          , -28.02         , -28.5           , -29.04          , -29.52          , 29.73           , -29.76          , 29.22           , 28.23           , 27.24           , 26.22           , 25.23           , 24.24           , 23.22           , 22.23           , 21.24           , 20.22           , 19.23           , 18.24           , 17.22           , 16.23           , 15.24           , 14.22           , 13.23           , 12.24           , 11.22          , 10.23           , 9.24            , 8.22            , 7.23            , 6.24            , 5.22            , 4.23            , 3.24            , 2.22            , 1.23            , 0.24            , -0.78           , -1.77           , -2.76           , -3.78           , -4.77           , -5.76           , -6.78           , -7.77           , -8.76           , -9.78           , -10.77          , -11.76          , -12.78          , -13.77          , -14.76          , -15.78          , -16.77         , -17.76          , -18.78          , -19.77          , -20.76          , -21.78          , -22.77          , -23.76          , -24.78          , -25.77          , -26.76          , -27.78          , -28.77          , -29.28          , 27.72           , 28.74           , 26.73           , 25.74           , 24.72           , 23.73          , 22.74           , 21.72           , 20.73           , 19.74           , 18.72           , 17.73           , 16.74           , 15.72           , 14.73           , 13.74           , 12.72           , 11.73           , 10.74          , 9.72            , 8.73            , 7.74            , 6.72            , 5.73            , 4.74            , 3.72            , 2.73            , 1.74            , 0.72            , -0.27           , -1.26          , -2.28           , -3.27           , -4.26           , -5.28      , -6.27           , -7.26           , -8.28          , -9.27           , -10.26          , -11.28          , -12.27          , -13.26          , -14.28          , -15.27          , -16.26          , -17.28          , -18.27          , -19.26         , -20.28          , -21.27          , -22.26          , -23.28          , -24.27          , -25.26          , -26.28          , -27.27          , -28.26
End component
