History output component,gradient.NDTEMP.T
Time [s] Frequency [Hz],67295 [°C],67297 [°C],68586 [°C],68587 [°C],68588 [°C],68589 [°C],68590 [°C],68591 [°C],68592 [°C],68593 [°C],68594 [°C],68595 [°C],68596 [°C],68597 [°C],68598 [°C],68599 [°C],68600 [°C],68601 [°C],68602 [°C],68603 [°C],68604 [°C],68605 [°C],68606 [°C],68607 [°C],68608 [°C],68609 [°C],68610 [°C],68611 [°C],68612 [°C],68613 [°C],68614 [°C],68615 [°C],68616 [°C],68617 [°C],68618 [°C],68619 [°C],68620 [°C],68621 [°C],68622 [°C],68623 [°C],68624 [°C],68625 [°C],68626 [°C],68627 [°C],68628 [°C],68629 [°C],68630 [°C],68631 [°C],68632 [°C],68633 [°C],68634 [°C],68635 [°C],68636 [°C],68637 [°C],68638 [°C],68639 [°C],68640 [°C],68641 [°C],68642 [°C],68643 [°C],68644 [°C],68645 [°C],68646 [°C],68647 [°C],68648 [°C],68649 [°C],68650 [°C],68651 [°C],68652 [°C],68653 [°C],68654 [°C],68655 [°C],68656 [°C],68657 [°C],68658 [°C],68659 [°C],68660 [°C],68661 [°C],68662 [°C],68663 [°C],68664 [°C],68665 [°C],68666 [°C],68667 [°C],68668 [°C],68669 [°C],68670 [°C],68671 [°C],68672 [°C],68673 [°C],68674 [°C],68675 [°C],68676 [°C],68677 [°C],68678 [°C],68679 [°C],68680 [°C],68681 [°C],68682 [°C],68683 [°C],68684 [°C],68685 [°C],68686 [°C],68687 [°C],68688 [°C],68689 [°C],68690 [°C],68691 [°C],68692 [°C],68693 [°C],68694 [°C],68695 [°C],68696 [°C],68697 [°C],68698 [°C],68699 [°C],68700 [°C],68701 [°C],68702 [°C],68703 [°C],68704 [°C],142971 [°C],143516 [°C],143518 [°C],143521 [°C],143524 [°C],143527 [°C],143530 [°C],143533 [°C],143536 [°C],143539 [°C],143542 [°C],143545 [°C],143548 [°C],143551 [°C],143554 [°C],143557 [°C],143560 [°C],143563 [°C],143566 [°C],143569 [°C],143572 [°C],143575 [°C],143578 [°C],143581 [°C],143584 [°C],143587 [°C],143590 [°C],143593 [°C],143596 [°C],143599 [°C],143602 [°C],143605 [°C],143608 [°C],143611 [°C],143614 [°C],143617 [°C],143620 [°C],143623 [°C],143626 [°C],143629 [°C],143632 [°C],143635 [°C],143638 [°C],143641 [°C],143644 [°C],143647 [°C],143650 [°C],143653 [°C],143656 [°C],143659 [°C],143662 [°C],143665 [°C],143668 [°C],143671 [°C],143674 [°C],143677 [°C],143680 [°C],143683 [°C],143686 [°C],143689 [°C],143692 [°C],143695 [°C],143895 [°C],143899 [°C],143903 [°C],143906 [°C],143909 [°C],143912 [°C],143915 [°C],143918 [°C],143921 [°C],143924 [°C],143927 [°C],143930 [°C],143933 [°C],143936 [°C],143939 [°C],143942 [°C],143945 [°C],143948 [°C],143951 [°C],143954 [°C],143957 [°C],143960 [°C],143963 [°C],143966 [°C],143969 [°C],143972 [°C],143975 [°C],143978 [°C],143981 [°C],143984 [°C],143987 [°C],143990 [°C],143993 [°C],143996 [°C],143999 [°C],144002 [°C],144005 [°C],144008 [°C],144011 [°C],144014 [°C],144017 [°C],144020 [°C],144023 [°C],144026 [°C],144029 [°C],144032 [°C],144035 [°C],144038 [°C],144041 [°C],144044 [°C],144047 [°C],144050 [°C],144053 [°C],144056 [°C],144059 [°C],144062 [°C],144065 [°C],144068 [°C]
1,26.4764003753662,26.2630996704102,26.4766006469727,26.4769992828369,26.4776992797852,26.4785995483398,26.479700088501,26.4808006286621,26.4822998046875,26.4838008880615,26.4853992462158,26.4874000549316,26.4892997741699,26.4913997650146,26.4939994812012,26.4965000152588,26.4990997314453,26.5023994445801,26.5055999755859,26.5090007781982,26.5132007598877,26.5172004699707,26.5216999053955,26.5272006988525,26.5328006744385,26.5389995574951,26.5468997955322,26.5550003051758,26.5645999908447,26.5783996582031,26.5951995849609,26.6180992126465,26.6501007080078,26.6814002990723,26.7143993377686,26.7535991668701,26.7903003692627,26.828800201416,26.8747005462646,26.9178009033203,26.9633007049561,27.017599105835,27.0688991546631,27.1233997344971,27.1888008117676,27.25119972229,27.3178997039795,27.3988990783691,27.476900100708,27.5615005493164,27.6658000946045,27.7681007385254,27.8815002441406,28.0251998901367,28.1709995269775,28.3374004364014,28.547399520874,28.7278995513916,28.8798999786377,29.0013008117676,29.0631999969482,29.0814990997314,29.0499992370605,28.975700378418,28.8581008911133,28.6774005889893,28.4857997894287,28.2936000823975,28.1000003814697,27.9493999481201,27.8153991699219,27.6805000305176,27.5718994140625,27.4722995758057,27.3691005706787,27.2840995788574,27.2047004699707,27.121000289917,27.0510997772217,26.9850006103516,26.9146003723145,26.8551998138428,26.7985000610352,26.737699508667,26.6860008239746,26.6362991333008,26.5827007293701,26.5368995666504,26.4927997589111,26.4449005126953,26.4043006896973,26.3672008514404,26.3341999053955,26.3141002655029,26.300199508667,26.2893009185791,26.2821006774902,26.2765007019043,26.2716007232666,26.2684001922607,26.2660999298096,26.2644004821777,26.2633991241455,26.2628002166748,26.2625007629395,26.262300491333,26.262300491333,26.262300491333,26.2623996734619,26.2623996734619,26.2625007629395,26.2625999450684,26.2626991271973,26.2628002166748,26.2628993988037,26.2628993988037,26.2630004882813,26.2630004882813,26.2630996704102,26.2630996704102,26.2630996704102,26.4764003753662,26.2630996704102,26.4766998291016,26.478099822998,26.4801998138428,26.4829998016357,26.486400604248,26.4902992248535,26.4951992034912,26.5006999969482,26.5072002410889,26.5151996612549,26.5244007110596,26.5358009338379,26.5508003234863,26.5709991455078,26.605899810791,26.6655006408691,26.733699798584,26.8092994689941,26.8959007263184,26.9899997711182,27.0956993103027,27.2194995880127,27.3575000762939,27.5182991027832,27.7157001495361,27.951000213623,28.2513999938965,28.640100479126,28.9473991394043,29.0778007507324,29.0182991027832,28.7737998962402,28.3880004882813,28.0223999023438,27.7460994720459,27.5210990905762,27.3258991241455,27.1620998382568,27.017599105835,26.88450050354,26.7677001953125,26.6609001159668,26.5596008300781,26.468599319458,26.3850994110107,26.3232002258301,26.2943000793457,26.2791004180908,26.2698993682861,26.265100479126,26.2630996704102,26.2623996734619,26.262300491333,26.2623996734619,26.2625999450684,26.2628002166748,26.2628993988037,26.2630004882813,26.2630996704102,26.2630996704102,26.4790992736816,26.4773006439209,26.4815998077393,26.4846000671387,26.4883003234863,26.4927005767822,26.4978008270264,26.503999710083,26.5109996795654,26.5193996429443,26.529899597168,26.5428009033203,26.5596008300781,26.5860996246338,26.6334991455078,26.6977005004883,26.7716999053955,26.8514003753662,26.9402008056641,27.0429000854492,27.1555004119873,27.2840003967285,27.4370994567871,27.6123008728027,27.823299407959,28.0958003997803,28.4400005340576,28.8089008331299,29.0377006530762,29.0727005004883,28.9223003387451,28.5837001800537,28.1933994293213,27.8805999755859,27.625,27.4195995330811,27.2437992095947,27.085599899292,26.9493007659912,26.8264999389648,26.7115001678467,26.6091995239258,26.5146007537842,26.4242992401123,26.3491992950439,26.3066005706787,26.285400390625,26.2738990783691,26.2670993804932,26.2637996673584,26.2625999450684,26.262300491333,26.262300491333,26.2625007629395,26.2626991271973,26.2628002166748,26.2630004882813,26.2630004882813
End component
History output component,gradient.COORDINATES.X
Time [s] Frequency [Hz],67295 [mm],67297 [mm],68586 [mm],68587 [mm],68588 [mm],68589 [mm],68590 [mm],68591 [mm],68592 [mm],68593 [mm],68594 [mm],68595 [mm],68596 [mm],68597 [mm],68598 [mm],68599 [mm],68600 [mm],68601 [mm],68602 [mm],68603 [mm],68604 [mm],68605 [mm],68606 [mm],68607 [mm],68608 [mm],68609 [mm],68610 [mm],68611 [mm],68612 [mm],68613 [mm],68614 [mm],68615 [mm],68616 [mm],68617 [mm],68618 [mm],68619 [mm],68620 [mm],68621 [mm],68622 [mm],68623 [mm],68624 [mm],68625 [mm],68626 [mm],68627 [mm],68628 [mm],68629 [mm],68630 [mm],68631 [mm],68632 [mm],68633 [mm],68634 [mm],68635 [mm],68636 [mm],68637 [mm],68638 [mm],68639 [mm],68640 [mm],68641 [mm],68642 [mm],68643 [mm],68644 [mm],68645 [mm],68646 [mm],68647 [mm],68648 [mm],68649 [mm],68650 [mm],68651 [mm],68652 [mm],68653 [mm],68654 [mm],68655 [mm],68656 [mm],68657 [mm],68658 [mm],68659 [mm],68660 [mm],68661 [mm],68662 [mm],68663 [mm],68664 [mm],68665 [mm],68666 [mm],68667 [mm],68668 [mm],68669 [mm],68670 [mm],68671 [mm],68672 [mm],68673 [mm],68674 [mm],68675 [mm],68676 [mm],68677 [mm],68678 [mm],68679 [mm],68680 [mm],68681 [mm],68682 [mm],68683 [mm],68684 [mm],68685 [mm],68686 [mm],68687 [mm],68688 [mm],68689 [mm],68690 [mm],68691 [mm],68692 [mm],68693 [mm],68694 [mm],68695 [mm],68696 [mm],68697 [mm],68698 [mm],68699 [mm],68700 [mm],68701 [mm],68702 [mm],68703 [mm],68704 [mm],142971 [mm],143516 [mm],143518 [mm],143521 [mm],143524 [mm],143527 [mm],143530 [mm],143533 [mm],143536 [mm],143539 [mm],143542 [mm],143545 [mm],143548 [mm],143551 [mm],143554 [mm],143557 [mm],143560 [mm],143563 [mm],143566 [mm],143569 [mm],143572 [mm],143575 [mm],143578 [mm],143581 [mm],143584 [mm],143587 [mm],143590 [mm],143593 [mm],143596 [mm],143599 [mm],143602 [mm],143605 [mm],143608 [mm],143611 [mm],143614 [mm],143617 [mm],143620 [mm],143623 [mm],143626 [mm],143629 [mm],143632 [mm],143635 [mm],143638 [mm],143641 [mm],143644 [mm],143647 [mm],143650 [mm],143653 [mm],143656 [mm],143659 [mm],143662 [mm],143665 [mm],143668 [mm],143671 [mm],143674 [mm],143677 [mm],143680 [mm],143683 [mm],143686 [mm],143689 [mm],143692 [mm],143695 [mm],143895 [mm],143899 [mm],143903 [mm],143906 [mm],143909 [mm],143912 [mm],143915 [mm],143918 [mm],143921 [mm],143924 [mm],143927 [mm],143930 [mm],143933 [mm],143936 [mm],143939 [mm],143942 [mm],143945 [mm],143948 [mm],143951 [mm],143954 [mm],143957 [mm],143960 [mm],143963 [mm],143966 [mm],143969 [mm],143972 [mm],143975 [mm],143978 [mm],143981 [mm],143984 [mm],143987 [mm],143990 [mm],143993 [mm],143996 [mm],143999 [mm],144002 [mm],144005 [mm],144008 [mm],144011 [mm],144014 [mm],144017 [mm],144020 [mm],144023 [mm],144026 [mm],144029 [mm],144032 [mm],144035 [mm],144038 [mm],144041 [mm],144044 [mm],144047 [mm],144050 [mm],144053 [mm],144056 [mm],144059 [mm],144062 [mm],144065 [mm],144068 [mm]
1,-6.7E-15,6.7E-15,-6.5E-15,-6.4E-15,-6.3E-15,-6.2E-15,-6.1E-15,-6E-15,-5.9E-15,-5.8E-15,-5.7E-15,-5.5E-15,-5.4E-15,-5.3E-15,-5.2E-15,-5.1E-15,-5E-15,-4.9E-15,-4.8E-15,-4.7E-15,-4.5E-15,-4.4E-15,-4.3E-15,-4.2E-15,-4.1E-15,-4E-15,-3.9E-15,-3.8E-15,-3.7E-15,-3.5E-15,-3.4E-15,-3.3E-15,-3.2E-15,-3.1E-15,-3E-15,-2.9E-15,-2.8E-15,-2.7E-15,-2.5E-15,-2.4E-15,-2.3E-15,-2.2E-15,-2.1E-15,-2E-15,-1.9E-15,-1.8E-15,-1.7E-15,-1.5E-15,-1.4E-15,-1.3E-15,-1.2E-15,-1.1E-15,-1E-15,-9E-16,-8E-16,-7E-16,-5E-16,-4E-16,-3E-16,-2E-16,-1E-16,0,1E-16,2E-16,3E-16,5E-16,6E-16,7E-16,8E-16,9E-16,1E-15,1.1E-15,1.2E-15,1.3E-15,1.5E-15,1.6E-15,1.7E-15,1.8E-15,1.9E-15,2E-15,2.1E-15,2.2E-15,2.3E-15,2.5E-15,2.6E-15,2.7E-15,2.8E-15,2.9E-15,3E-15,3.1E-15,3.2E-15,3.3E-15,3.5E-15,3.6E-15,3.7E-15,3.8E-15,3.9E-15,4E-15,4.1E-15,4.2E-15,4.3E-15,4.4E-15,4.6E-15,4.7E-15,4.8E-15,4.9E-15,5E-15,5.1E-15,5.2E-15,5.3E-15,5.4E-15,5.6E-15,5.7E-15,5.8E-15,5.9E-15,6E-15,6.1E-15,6.2E-15,6.3E-15,6.4E-15,6.6E-15,-6.6E-15,6.65E-15,-6.45E-15,-6.25E-15,-6.05E-15,-5.85E-15,-5.6E-15,-5.35E-15,-5.15E-15,-4.95E-15,-4.75E-15,-4.45E-15,-4.25E-15,-4.05E-15,-3.85E-15,-3.6E-15,-3.35E-15,-3.15E-15,-2.95E-15,-2.75E-15,-2.45E-15,-2.25E-15,-2.05E-15,-1.85E-15,-1.6E-15,-1.35E-15,-1.15E-15,-9.5E-16,-7.5E-16,-4.5E-16,-2.5E-16,-5E-17,1.5E-16,4E-16,6.5E-16,8.5E-16,1.05E-15,1.25E-15,1.55E-15,1.75E-15,1.95E-15,2.15E-15,2.4E-15,2.65E-15,2.85E-15,3.05E-15,3.25E-15,3.55E-15,3.75E-15,3.95E-15,4.15E-15,4.35E-15,4.65E-15,4.85E-15,5.05E-15,5.25E-15,5.5E-15,5.75E-15,5.95E-15,6.15E-15,6.35E-15,6.5E-15,-6.15E-15,-6.35E-15,-5.95E-15,-5.75E-15,-5.45E-15,-5.25E-15,-5.05E-15,-4.85E-15,-4.6E-15,-4.35E-15,-4.15E-15,-3.95E-15,-3.75E-15,-3.45E-15,-3.25E-15,-3.05E-15,-2.85E-15,-2.6E-15,-2.35E-15,-2.15E-15,-1.95E-15,-1.75E-15,-1.45E-15,-1.25E-15,-1.05E-15,-8.5E-16,-6E-16,-3.5E-16,-1.5E-16,5E-17,2.5E-16,5.5E-16,7.5E-16,9.5E-16,1.15E-15,1.4E-15,1.65E-15,1.85E-15,2.05E-15,2.25E-15,2.55E-15,2.75E-15,2.95E-15,3.15E-15,3.4E-15,3.65E-15,3.85E-15,4.05E-15,4.25E-15,4.5E-15,4.75E-15,4.95E-15,5.15E-15,5.35E-15,5.65E-15,5.85E-15,6.05E-15,6.25E-15
End component
History output component,gradient.COORDINATES.Y
Time [s] Frequency [Hz],67295 [mm],67297 [mm],68586 [mm],68587 [mm],68588 [mm],68589 [mm],68590 [mm],68591 [mm],68592 [mm],68593 [mm],68594 [mm],68595 [mm],68596 [mm],68597 [mm],68598 [mm],68599 [mm],68600 [mm],68601 [mm],68602 [mm],68603 [mm],68604 [mm],68605 [mm],68606 [mm],68607 [mm],68608 [mm],68609 [mm],68610 [mm],68611 [mm],68612 [mm],68613 [mm],68614 [mm],68615 [mm],68616 [mm],68617 [mm],68618 [mm],68619 [mm],68620 [mm],68621 [mm],68622 [mm],68623 [mm],68624 [mm],68625 [mm],68626 [mm],68627 [mm],68628 [mm],68629 [mm],68630 [mm],68631 [mm],68632 [mm],68633 [mm],68634 [mm],68635 [mm],68636 [mm],68637 [mm],68638 [mm],68639 [mm],68640 [mm],68641 [mm],68642 [mm],68643 [mm],68644 [mm],68645 [mm],68646 [mm],68647 [mm],68648 [mm],68649 [mm],68650 [mm],68651 [mm],68652 [mm],68653 [mm],68654 [mm],68655 [mm],68656 [mm],68657 [mm],68658 [mm],68659 [mm],68660 [mm],68661 [mm],68662 [mm],68663 [mm],68664 [mm],68665 [mm],68666 [mm],68667 [mm],68668 [mm],68669 [mm],68670 [mm],68671 [mm],68672 [mm],68673 [mm],68674 [mm],68675 [mm],68676 [mm],68677 [mm],68678 [mm],68679 [mm],68680 [mm],68681 [mm],68682 [mm],68683 [mm],68684 [mm],68685 [mm],68686 [mm],68687 [mm],68688 [mm],68689 [mm],68690 [mm],68691 [mm],68692 [mm],68693 [mm],68694 [mm],68695 [mm],68696 [mm],68697 [mm],68698 [mm],68699 [mm],68700 [mm],68701 [mm],68702 [mm],68703 [mm],68704 [mm],142971 [mm],143516 [mm],143518 [mm],143521 [mm],143524 [mm],143527 [mm],143530 [mm],143533 [mm],143536 [mm],143539 [mm],143542 [mm],143545 [mm],143548 [mm],143551 [mm],143554 [mm],143557 [mm],143560 [mm],143563 [mm],143566 [mm],143569 [mm],143572 [mm],143575 [mm],143578 [mm],143581 [mm],143584 [mm],143587 [mm],143590 [mm],143593 [mm],143596 [mm],143599 [mm],143602 [mm],143605 [mm],143608 [mm],143611 [mm],143614 [mm],143617 [mm],143620 [mm],143623 [mm],143626 [mm],143629 [mm],143632 [mm],143635 [mm],143638 [mm],143641 [mm],143644 [mm],143647 [mm],143650 [mm],143653 [mm],143656 [mm],143659 [mm],143662 [mm],143665 [mm],143668 [mm],143671 [mm],143674 [mm],143677 [mm],143680 [mm],143683 [mm],143686 [mm],143689 [mm],143692 [mm],143695 [mm],143895 [mm],143899 [mm],143903 [mm],143906 [mm],143909 [mm],143912 [mm],143915 [mm],143918 [mm],143921 [mm],143924 [mm],143927 [mm],143930 [mm],143933 [mm],143936 [mm],143939 [mm],143942 [mm],143945 [mm],143948 [mm],143951 [mm],143954 [mm],143957 [mm],143960 [mm],143963 [mm],143966 [mm],143969 [mm],143972 [mm],143975 [mm],143978 [mm],143981 [mm],143984 [mm],143987 [mm],143990 [mm],143993 [mm],143996 [mm],143999 [mm],144002 [mm],144005 [mm],144008 [mm],144011 [mm],144014 [mm],144017 [mm],144020 [mm],144023 [mm],144026 [mm],144029 [mm],144032 [mm],144035 [mm],144038 [mm],144041 [mm],144044 [mm],144047 [mm],144050 [mm],144053 [mm],144056 [mm],144059 [mm],144062 [mm],144065 [mm],144068 [mm]
1,30,-30,29.46,28.98,28.5,27.96,27.48,27,26.46,25.98,25.5,24.96,24.48,24,23.46,22.98,22.5,21.96,21.48,21,20.46,19.98,19.5,18.96,18.48,18,17.46,16.98,16.5,15.96,15.48,15,14.46,13.98,13.5,12.96,12.48,12,11.46,10.98,10.5,9.96,9.48,9,8.46,7.98,7.5,6.96,6.48,6,5.46,4.98,4.5,3.96,3.48,3,2.46,1.98,1.5,0.96,0.48,0,-0.54,-1.02,-1.5,-2.04,-2.52,-3,-3.54,-4.02,-4.5,-5.04,-5.52,-6,-6.54,-7.02,-7.5,-8.04,-8.52,-9,-9.54,-10.02,-10.5,-11.04,-11.52,-12,-12.54,-13.02,-13.5,-14.04,-14.52,-15,-15.54,-16.02,-16.5,-17.04,-17.52,-18,-18.54,-19.02,-19.5,-20.04,-20.52,-21,-21.54,-22.02,-22.5,-23.04,-23.52,-24,-24.54,-25.02,-25.5,-26.04,-26.52,-27,-27.54,-28.02,-28.5,-29.04,-29.52,29.73,-29.76,29.22,28.23,27.24,26.22,25.23,24.24,23.22,22.23,21.24,20.22,19.23,18.24,17.22,16.23,15.24,14.22,13.23,12.24,11.22,10.23,9.24,8.22,7.23,6.24,5.22,4.23,3.24,2.22,1.23,0.24,-0.78,-1.77,-2.76,-3.78,-4.77,-5.76,-6.78,-7.77,-8.76,-9.78,-10.77,-11.76,-12.78,-13.77,-14.76,-15.78,-16.77,-17.76,-18.78,-19.77,-20.76,-21.78,-22.77,-23.76,-24.78,-25.77,-26.76,-27.78,-28.77,-29.28,27.72,28.74,26.73,25.74,24.72,23.73,22.74,21.72,20.73,19.74,18.72,17.73,16.74,15.72,14.73,13.74,12.72,11.73,10.74,9.72,8.73,7.74,6.72,5.73,4.74,3.72,2.73,1.74,0.72,-0.27,-1.26,-2.28,-3.27,-4.26,-5.28,-6.27,-7.26,-8.28,-9.27,-10.26,-11.28,-12.27,-13.26,-14.28,-15.27,-16.26,-17.28,-18.27,-19.26,-20.28,-21.27,-22.26,-23.28,-24.27,-25.26,-26.28,-27.27,-28.26
