Temps (s),Puissance (W),Longueur d'onde (nm),Position x (mm),Position y (mm)
31.349735498428345,0.16942622754843464,1002.7749633789062,7.5250836120401345,-9.531772575250837
31.86487340927124,0.17183870341313645,999.220947265625,7.5250836120401345,-9.531772575250837
32.371599435806274,0.1717555145902157,1001.8206176757812,7.5250836120401345,-9.531772575250837
32.8573431968689,0.17034130460056293,1017.6588745117188,7.5250836120401345,-9.531772575250837
33.33881115913391,0.1724210251735817,1009.9403076171875,7.725752508361204,-9.531772575250837
33.838706970214844,0.17217145870481945,1010.604736328125,7.5250836120401345,-9.531772575250837
34.33472514152527,0.16975898284011764,1018.1123657226562,7.5250836120401345,-9.531772575250837
34.824066162109375,0.17117319282977045,1013.3731689453125,7.725752508361204,-9.531772575250837
35.320961236953735,0.17034130460056293,1014.7086181640625,7.5250836120401345,-9.531772575250837
35.81863522529602,0.17042449342348368,1016.770263671875,7.725752508361204,-9.531772575250837
36.33127403259277,0.16826158402754413,1019.7671508789062,7.5250836120401345,-9.531772575250837
36.821762800216675,0.17150594812145345,1017.3199462890625,7.5250836120401345,-9.531772575250837
37.30245399475098,0.1719218922360572,1013.1998291015625,7.5250836120401345,-9.531772575250837
37.800286531448364,0.1715891369443742,1017.4238891601562,7.725752508361204,-9.531772575250837
38.313313007354736,0.17000854930887993,1016.401123046875,7.725752508361204,-9.531772575250837
38.809412479400635,0.17042449342348368,1017.4179077148438,7.725752508361204,-9.531772575250837
39.288198471069336,0.1730865357569477,1012.841552734375,7.725752508361204,-9.531772575250837
39.8100860118866,0.17042449342348368,1016.7688598632812,7.725752508361204,-9.531772575250837
40.275975942611694,0.1717555145902157,1013.9256591796875,7.5250836120401345,-9.531772575250837
40.802358865737915,0.1717555145902157,1011.40380859375,7.5250836120401345,-9.531772575250837
41.27993822097778,0.17183870341313645,1016.92724609375,7.725752508361204,-9.531772575250837
41.757482051849365,0.17009173813180067,1016.3673706054688,7.5250836120401345,-9.531772575250837
42.270392656326294,0.17142275929853268,1017.3350219726562,7.5250836120401345,-9.531772575250837
42.7611870765686,0.1725874028194232,1016.4627075195312,7.926421404682273,-9.531772575250837
43.26325464248657,0.17084043753808745,1015.9750366210938,7.926421404682273,-9.531772575250837
43.7538788318634,0.17017492695472142,1018.09228515625,7.725752508361204,-9.531772575250837
44.27565956115723,0.1709236263610082,1015.1095581054688,7.926421404682273,-9.531772575250837
44.77198624610901,0.17217145870481945,1013.6535034179688,7.926421404682273,-9.531772575250837
45.25486516952515,0.17017492695472142,1018.0372314453125,7.926421404682273,-9.531772575250837
45.746060609817505,0.16984217166303842,1016.7651977539062,7.926421404682273,-9.531772575250837
46.23510956764221,0.16975898284011764,1018.0006103515625,7.926421404682273,-9.531772575250837
46.72944664955139,0.1712563816526912,1017.6708984375,7.926421404682273,-9.531772575250837
47.23141574859619,0.17067405989224593,1010.8807983398438,8.127090301003342,-9.531772575250837
47.76617622375488,0.1719218922360572,1011.8298950195312,7.926421404682273,-9.531772575250837
48.197609424591064,0.1717555145902157,1014.5582885742188,8.127090301003342,-9.531772575250837
48.68795371055603,0.16984217166303842,1018.30078125,8.127090301003342,-9.531772575250837
49.22539162635803,0.16975898284011764,1019.4471435546875,7.926421404682273,-9.531772575250837
49.721555948257446,0.1709236263610082,1017.078857421875,7.926421404682273,-9.531772575250837
50.23661470413208,0.1715891369443742,1015.8831787109375,7.926421404682273,-9.531772575250837
50.70768165588379,0.1720882698818987,1012.0779418945312,8.127090301003342,-9.531772575250837
51.193936347961426,0.17316972457986846,1015.0512084960938,8.127090301003342,-9.531772575250837
51.71992754936218,0.17217145870481945,1014.297119140625,7.926421404682273,-9.531772575250837
52.18640756607056,0.17300334693402697,1014.1630859375,7.926421404682273,-9.531772575250837
52.66715359687805,0.1709236263610082,1016.6158447265625,8.127090301003342,-9.531772575250837
53.222667932510376,0.16884390578798938,1019.257080078125,7.926421404682273,-9.531772575250837
53.659502029418945,0.17217145870481945,1011.2483520507812,7.926421404682273,-9.531772575250837
54.16690444946289,0.1712563816526912,1014.5986938476562,7.926421404682273,-9.531772575250837
54.67535972595215,0.1724210251735817,1014.4205322265625,7.926421404682273,-9.531772575250837
55.29751753807068,0.1710900040068497,1014.117431640625,7.926421404682273,-9.531772575250837
55.6797661781311,0.17100681518392893,1012.3287963867188,8.127090301003342,-9.531772575250837
56.15817713737488,0.1715891369443742,1013.9183959960938,8.127090301003342,-9.531772575250837
56.63942861557007,0.17200508105897797,1012.7577514648438,7.926421404682273,-9.531772575250837
57.150959730148315,0.1727537804652647,1012.2012939453125,8.127090301003342,-9.531772575250837
57.63927888870239,0.17300334693402697,1008.5180053710938,7.926421404682273,-9.531772575250837
58.154730558395386,0.17183870341313645,1011.8773193359375,7.926421404682273,-9.531772575250837
58.67021441459656,0.1715891369443742,1013.0338745117188,8.127090301003342,-9.531772575250837
59.15684103965759,0.1725874028194232,1014.3584594726562,7.926421404682273,-9.531772575250837
59.654303550720215,0.17283696928818545,1015.13134765625,7.926421404682273,-9.531772575250837
60.130919218063354,0.16992536048595916,1016.5142211914062,7.926421404682273,-9.531772575250837
60.651835203170776,0.17017492695472142,1017.1075439453125,7.926421404682273,-9.531772575250837
61.198071002960205,0.1710900040068497,1015.2820434570312,7.926421404682273,-9.531772575250837
61.66728949546814,7.752586569712457,878.6796875,7.926421404682273,-9.531772575250837
62.139169692993164,7.761071829650374,878.0966186523438,-3.3110367892976598,4.916387959866221
62.63407492637634,7.758243409671068,878.1100463867188,-3.712374581939798,7.725752508361204
63.12627387046814,7.766811858431906,878.0657348632812,-3.712374581939798,8.528428093645488
63.62305998802185,7.761321396119135,878.1264038085938,-3.9130434782608674,8.729096989966557
64.09473323822021,7.765314459619332,877.8678588867188,-3.9130434782608674,8.729096989966557
64.58436632156372,7.771387243692547,877.7661743164062,-3.9130434782608674,8.929765886287626
65.0712206363678,7.767726935484034,879.0386352539062,-3.9130434782608674,8.929765886287626
65.58999919891357,7.759907186129483,878.6856079101562,-3.9130434782608674,8.929765886287626
66.08323740959167,7.773217397796804,876.99853515625,-3.9130434782608674,9.130434782608695
66.5794448852539,7.768392446067399,877.2389526367188,-3.9130434782608674,9.130434782608695
67.0390555858612,7.766811858431906,877.412109375,-3.511705685618729,7.926421404682273
67.58411312103271,7.755914122629287,878.0640258789062,9.130434782608695,-9.331103678929765
68.07559871673584,7.768725201359082,876.1409912109375,9.130434782608695,-9.331103678929765
68.54340481758118,7.773466964265566,875.9823608398438,9.130434782608695,-9.331103678929765
69.03551816940308,7.762652417285868,876.5189208984375,9.130434782608695,-9.331103678929765
69.53955054283142,7.759158486723196,876.81591796875,9.130434782608695,-9.331103678929765
70.03317594528198,7.741272889795235,876.376953125,9.130434782608695,-9.331103678929765
70.55253887176514,7.753085702649981,875.787109375,9.130434782608695,-9.331103678929765
71.01862597465515,7.759740808483642,875.61328125,9.130434782608695,-9.331103678929765
71.5679259300232,7.763817060806759,875.3361206054688,9.130434782608695,-9.331103678929765
72.02260971069336,7.766895047254827,875.8502197265625,9.130434782608695,-9.331103678929765
72.52491927146912,7.767893313129875,876.6949462890625,9.130434782608695,-9.331103678929765
73.01203274726868,7.765480837265174,876.3756103515625,9.130434782608695,-9.331103678929765
73.50772094726562,7.76847563489032,876.243408203125,9.130434782608695,-9.331103678929765
74.0047698020935,7.758576164962752,875.71484375,9.130434782608695,-9.331103678929765
74.49968934059143,7.755414989691762,876.4807739257812,9.130434782608695,-9.331103678929765
75.0259804725647,7.7563300667438915,876.0736083984375,9.130434782608695,-9.331103678929765
75.48442840576172,7.758992109077354,876.5523681640625,9.130434782608695,-9.331103678929765
75.98284149169922,7.7635674943379955,875.8928833007812,9.130434782608695,-9.331103678929765
76.47175121307373,7.759990374952404,875.4361572265625,9.130434782608695,-9.331103678929765
76.98190212249756,7.7611550184732945,876.19921875,9.130434782608695,-9.331103678929765
77.47262382507324,7.759408053191959,875.7266845703125,-8.929765886287626,-6.722408026755851
