True Wavelength,Predicted Wavelength,Noise Level,Absolute Error,Relative Error (%),Trial
500.0,194.32511172787852,0.2,305.6748882721215,61.134977654424304,10
500.0,57.107291808342076,0.2,442.8927081916579,88.57854163833157,11
500.0,252.733092403601,0.2,247.266907596399,49.4533815192798,12
500.0,419.273867440418,0.2,80.72613255958203,16.145226511916405,13
500.0,17.22155802922426,0.2,482.77844197077576,96.55568839415515,14
500.0,360.554970889471,0.2,139.445029110529,27.8890058221058,15
500.0,48.69930826344512,0.2,451.3006917365549,90.26013834731098,16
500.0,-78.01758889443538,0.2,578.0175888944353,115.60351777888707,17
500.0,25.40143839766429,0.2,474.59856160233574,94.91971232046714,18
500.0,-66.30772851779938,0.2,566.3077285177994,113.26154570355989,19
750.0,740.0626438199545,0.0,9.937356180045526,1.3249808240060703,0
750.0,740.0626438199545,0.0,9.937356180045526,1.3249808240060703,1
750.0,740.0626438199545,0.0,9.937356180045526,1.3249808240060703,2
750.0,740.0626438199545,0.0,9.937356180045526,1.3249808240060703,3
750.0,740.0626438199545,0.0,9.937356180045526,1.3249808240060703,4
750.0,740.0626438199545,0.0,9.937356180045526,1.3249808240060703,5
750.0,740.0626438199545,0.0,9.937356180045526,1.3249808240060703,6
750.0,740.0626438199545,0.0,9.937356180045526,1.3249808240060703,7
750.0,740.0626438199545,0.0,9.937356180045526,1.3249808240060703,8
750.0,740.0626438199545,0.0,9.937356180045526,1.3249808240060703,9
750.0,740.0626438199545,0.0,9.937356180045526,1.3249808240060703,10
750.0,740.0626438199545,0.0,9.937356180045526,1.3249808240060703,11
750.0,740.0626438199545,0.0,9.937356180045526,1.3249808240060703,12
750.0,740.0626438199545,0.0,9.937356180045526,1.3249808240060703,13
750.0,740.0626438199545,0.0,9.937356180045526,1.3249808240060703,14
750.0,740.0626438199545,0.0,9.937356180045526,1.3249808240060703,15
750.0,740.0626438199545,0.0,9.937356180045526,1.3249808240060703,16
750.0,740.0626438199545,0.0,9.937356180045526,1.3249808240060703,17
750.0,740.0626438199545,0.0,9.937356180045526,1.3249808240060703,18
750.0,740.0626438199545,0.0,9.937356180045526,1.3249808240060703,19
750.0,728.7797689116611,0.01,21.220231088338892,2.8293641451118523,0
750.0,734.4467131904753,0.01,15.553286809524707,2.0737715746032945,1
750.0,738.8994326691849,0.01,11.100567330815124,1.480075644108683,2
750.0,721.3186770580872,0.01,28.681322941912754,3.824176392255034,3
750.0,729.2542164487841,0.01,20.745783551215936,2.7661044734954583,4
750.0,740.8951852090008,0.01,9.104814790999171,1.213975305466556,5
750.0,665.0617306015762,0.01,84.93826939842381,11.325102586456508,6
750.0,739.6925333580665,0.01,10.307466641933502,1.3743288855911335,7
750.0,731.0657865324936,0.01,18.934213467506424,2.5245617956675233,8
750.0,733.3805235920711,0.01,16.619476407928914,2.2159301877238553,9
750.0,726.2918585013986,0.01,23.708141498601435,3.161085533146858,10
750.0,730.3957001155183,0.01,19.604299884481748,2.613906651264233,11
750.0,702.9165766897576,0.01,47.08342331024244,6.2777897746989915,12
750.0,734.4555950380776,0.01,15.544404961922396,2.0725873282563194,13
750.0,758.5703504692423,0.01,8.570350469242271,1.1427133958989695,14
750.0,744.1682221486465,0.01,5.831777851353536,0.7775703801804714,15
750.0,742.3115251461586,0.01,7.688474853841399,1.0251299805121865,16
750.0,751.2744260621205,0.01,1.274426062120483,0.16992347494939772,17
750.0,711.0232021089495,0.01,38.97679789105052,5.196906385473403,18
750.0,741.0814952296913,0.01,8.918504770308687,1.1891339693744916,19
